aX,aY,aZ,gX,gY,gZ
-0.446,-0.914,0.033,-1.221,2.808,2.014
-0.443,-0.919,0.045,-0.732,3.540,1.648
-0.449,-0.919,0.053,-1.648,2.380,3.296
-0.459,-0.906,0.054,-2.441,0.061,2.686
-0.415,-0.910,0.045,-2.441,-1.160,1.282
-0.395,-0.902,0.042,-4.211,0.549,-0.183
-0.426,-0.896,0.057,-4.333,2.441,-0.122
-0.446,-0.907,0.066,-2.930,2.991,0.000
-0.450,-0.908,0.066,-1.526,1.099,-0.122
-0.454,-0.910,0.047,-2.747,0.427,0.183
-0.480,-0.850,0.050,-2.197,2.319,0.854
-0.408,-0.885,0.073,-1.587,1.831,2.502
-0.426,-0.883,0.069,-2.197,2.014,1.221
-0.395,-0.916,0.079,-5.005,1.587,0.244
-0.419,-0.939,0.070,-3.784,2.014,0.305
-0.422,-0.951,0.078,-1.526,2.075,0.000
-0.479,-0.881,0.059,-3.540,0.977,-0.366
-0.490,-0.845,0.067,-7.446,1.404,-0.061
-0.484,-0.881,0.073,-3.418,0.793,-0.732
-0.395,-0.897,0.089,-1.709,0.244,-1.221
-0.408,-0.891,0.091,-0.427,1.404,-0.183
-0.415,-0.924,0.103,-0.122,1.770,2.014
-0.494,-0.911,0.098,-0.549,2.625,1.770
-0.487,-0.874,0.083,0.183,1.404,1.587
-0.503,-0.885,0.084,1.343,0.183,2.258
-0.430,-0.895,0.087,2.319,-0.549,2.869
-0.383,-0.919,0.097,1.038,-0.610,2.686
-0.399,-0.927,0.100,1.038,-0.610,1.953
-0.438,-0.915,0.091,0.061,-0.549,1.709
-0.503,-0.888,0.073,2.441,-0.244,2.747
-0.450,-0.889,0.084,0.977,1.770,2.258
-0.459,-0.901,0.073,-0.427,1.282,1.953
-0.415,-0.863,0.029,-2.991,-1.892,1.404
-0.394,-0.917,0.058,-0.366,1.160,3.174
-0.455,-0.922,0.099,5.554,6.836,3.967
-0.488,-0.903,0.109,3.113,3.967,0.061
-0.466,-0.900,0.086,-0.366,2.319,-1.099
-0.479,-0.904,0.092,-2.686,2.014,0.061
-0.419,-0.894,0.082,0.061,1.831,1.099
-0.403,-0.906,0.084,0.854,2.258,2.380
-0.457,-0.895,0.099,-0.427,2.930,1.038
-0.450,-0.898,0.092,-1.770,2.563,0.916
-0.495,-0.890,0.091,-1.282,1.770,0.916
-0.451,-0.914,0.096,-0.732,2.747,1.709
-0.387,-0.908,0.090,-0.671,1.831,1.709

-0.409,-0.912,0.072,0.610,1.038,1.343
-0.427,-0.916,0.080,1.038,4.089,1.465
-0.484,-0.909,0.106,3.235,4.333,0.916
-0.483,-0.905,0.098,3.113,-0.549,0.183
-0.492,-0.908,0.092,1.465,0.916,-0.122
-0.416,-0.916,0.100,-1.221,4.883,-1.526
-0.395,-0.906,0.098,1.709,4.456,-1.953
-0.397,-0.898,0.082,3.784,2.747,-1.221
-0.453,-0.905,0.077,3.540,0.549,-0.732
-0.463,-0.896,0.074,1.831,3.479,-0.488
-0.448,-0.906,0.099,4.822,3.967,-0.671
-0.459,-0.885,0.079,5.615,0.061,-1.038
-0.456,-0.890,0.076,3.906,1.282,0.671
-0.452,-0.900,0.091,4.333,3.235,0.854
-0.458,-0.890,0.083,3.418,2.686,-0.305
-0.459,-0.894,0.069,4.639,1.648,-0.183
-0.463,-0.912,0.084,8.667,4.089,1.770
-0.451,-0.907,0.089,8.057,4.883,1.465
-0.445,-0.906,0.083,9.949,0.916,-0.549
-0.434,-0.899,0.055,6.958,2.075,2.197
-0.467,-0.906,0.071,7.446,2.136,1.221
-0.437,-0.889,0.065,6.775,0.977,0.427
-0.422,-0.896,0.057,7.812,1.770,3.418
-0.519,-0.908,0.046,6.653,0.610,1.160
-0.449,-0.888,0.044,2.502,4.150,-0.061
-0.435,-0.909,0.089,2.808,6.287,2.380
-0.461,-0.917,0.041,1.343,-1.770,-0.305
-0.490,-0.875,-0.015,-0.122,-2.991,0.183
-0.456,-0.896,0.028,-2.380,5.859,2.319
-0.435,-0.903,0.067,-0.916,8.301,3.052
-0.427,-0.897,0.060,0.977,5.676,4.700
-0.455,-0.920,0.044,-0.916,4.028,1.465
-0.451,-0.911,0.050,-2.075,6.348,0.549
-0.437,-0.922,0.067,0.916,6.409,1.892
-0.463,-0.913,0.066,4.028,5.493,0.061
-0.442,-0.895,0.060,1.038,6.042,-0.183
-0.435,-0.897,0.054,3.601,3.235,2.136
-0.522,-0.903,0.057,4.028,4.761,2.686
-0.500,-0.874,0.066,2.075,7.080,0.732
-0.440,-0.909,0.081,4.578,5.798,2.808
-0.440,-0.915,0.075,6.409,4.089,3.174
-0.473,-0.908,0.067,4.761,2.197,1.160
-0.455,-0.917,0.060,0.488,1.709,0.610
-0.464,-0.926,0.058,0.488,0.610,-0.061
-0.459,-0.911,0.062,1.892,0.671,-0.977
-0.409,-0.902,0.037,1.526,0.732,-0.244
-0.468,-0.893,0.088,8.545,0.549,2.441
-0.422,-0.948,0.068,2.930,-1.160,0.366
-0.456,-0.911,0.013,-1.404,0.977,-0.122
-0.446,-0.907,0.038,0.610,4.333,2.258
-0.455,-0.906,0.053,2.625,1.160,2.014
-0.459,-0.908,0.051,0.610,2.991,1.221
-0.443,-0.906,0.059,0.610,2.991,0.916
-0.451,-0.904,0.052,3.174,1.465,1.587
-0.458,-0.906,0.049,0.854,2.686,1.160
-0.446,-0.903,0.054,-0.610,3.540,0.427
-0.447,-0.902,0.050,-0.122,2.502,0.977
-0.462,-0.904,0.043,3.052,1.465,2.075
-0.454,-0.907,0.058,3.113,2.747,2.258
-0.438,-0.911,0.071,2.686,2.380,2.075
-0.483,-0.926,0.057,0.732,-0.610,0.732
-0.413,-0.934,0.034,-0.610,0.244,0.122
-0.400,-0.905,0.037,0.061,0.916,0.244
-0.410,-0.913,0.036,0.427,-0.122,0.000
-0.467,-0.885,0.051,-0.427,1.343,-0.305
-0.497,-0.899,0.059,-0.305,2.014,0.183
-0.443,-0.921,0.049,0.305,0.793,-0.366
-0.396,-0.895,0.029,-1.099,-0.122,0.671
-0.400,-0.921,0.044,-3.235,1.282,2.747
-0.418,-0.891,0.041,-2.502,1.587,2.991
-0.489,-0.900,0.048,1.282,2.014,3.052
-0.491,-0.932,0.052,-3.113,4.028,1.648
-0.499,-0.914,0.068,-7.019,4.700,7.141
-0.428,-0.937,0.072,-7.019,4.517,4.822
-0.457,-0.916,0.093,-8.240,4.639,-1.221
-0.443,-0.892,0.094,-9.277,5.127,-2.747
-0.454,-0.900,0.089,-4.517,1.404,-0.610
-0.465,-0.888,0.088,-8.606,1.465,-1.770
-0.440,-0.871,0.103,-13.184,2.319,-1.526
-0.445,-0.879,0.108,-14.221,-0.671,-0.488
-0.456,-0.885,0.091,-13.245,-1.526,0.061
-0.506,-0.941,0.123,-9.705,1.526,-2.869
-0.473,-0.932,0.119,-14.160,0.000,3.113
-0.472,-0.910,0.129,-16.174,0.977,0.305
-0.440,-0.881,0.145,-15.320,0.793,-0.549
-0.394,-0.850,0.138,-15.808,-0.854,-0.183
-0.365,-0.858,0.170,-15.991,2.686,2.319
-0.479,-0.874,0.175,-10.376,2.991,5.127
-0.428,-0.914,0.176,-5.676,-1.221,3.235
-0.461,-0.886,0.152,-9.033,-1.038,3.296
-0.443,-0.868,0.153,-4.761,-0.549,5.798
-0.436,-0.909,0.168,4.028,1.831,10.315
-0.450,-0.845,0.106,-5.371,0.061,7.812
-0.423,-0.881,0.156,-6.226,6.470,7.812
-0.434,-0.925,0.212,0.122,8.545,8.728
-0.431,-0.912,0.193,4.150,2.625,6.165
-0.427,-0.905,0.172,0.977,1.526,3.784
-0.425,-0.887,0.170,-2.136,5.127,3.357
-0.412,-0.876,0.169,-5.859,5.676,5.127
-0.403,-0.886,0.182,-1.953,4.944,5.859

-0.421,-0.910,0.180,2.258,1.282,6.714
-0.433,-0.916,0.160,0.854,2.014,5.798
-0.418,-0.907,0.168,-1.465,6.042,4.150
-0.407,-0.914,0.194,-3.174,5.615,3.052
-0.418,-0.917,0.199,-2.014,3.479,0.427
-0.411,-0.912,0.216,-1.953,4.395,-1.465
-0.413,-0.899,0.210,-2.502,2.197,-1.953
-0.421,-0.889,0.185,-2.075,-2.136,-1.221
-0.420,-0.891,0.193,-1.587,-1.038,-0.244
-0.420,-0.898,0.193,-2.441,0.183,-0.549
-0.426,-0.846,0.200,-3.357,0.854,-0.793
-0.415,-0.878,0.210,-2.319,1.160,0.427
-0.423,-0.879,0.209,-1.953,1.831,1.404
-0.440,-0.824,0.160,-7.874,-2.991,0.305
-0.435,-0.925,0.209,2.686,5.249,4.883
-0.423,-0.930,0.244,5.615,5.859,2.075
-0.404,-0.872,0.220,1.160,2.747,0.122
-0.405,-0.880,0.205,3.540,-0.366,2.686
-0.409,-0.884,0.190,3.296,-0.732,3.540
-0.380,-0.935,0.198,3.113,1.282,4.761
-0.384,-0.955,0.192,5.554,3.662,5.188
-0.382,-0.964,0.197,5.432,4.150,4.089
-0.431,-0.898,0.179,2.625,3.906,3.113
-0.448,-0.862,0.192,1.648,3.296,1.465
-0.448,-0.851,0.180,2.930,1.770,-0.366
-0.412,-0.900,0.193,2.747,2.563,-0.671
-0.366,-0.951,0.210,1.892,4.028,-1.587
-0.396,-0.910,0.207,-0.061,4.333,-1.160
-0.401,-0.921,0.190,3.601,1.099,-0.122
-0.452,-0.847,0.186,5.676,2.075,1.160
-0.441,-0.866,0.214,4.822,2.441,1.343
-0.440,-0.862,0.205,3.113,0.183,-1.282
-0.395,-0.930,0.200,3.052,-1.526,-1.465
-0.386,-0.950,0.197,2.686,-0.854,-1.160
-0.377,-0.941,0.193,2.197,-1.709,-1.221
-0.424,-0.874,0.158,3.418,-2.502,-1.709
-0.417,-0.900,0.179,7.446,0.793,-0.122
-0.425,-0.918,0.176,10.681,-0.122,0.305
-0.415,-0.919,0.180,9.888,0.244,-0.916
-0.413,-0.892,0.173,6.714,0.488,-2.930
-0.413,-0.908,0.160,12.695,-0.488,-2.136
-0.458,-0.930,0.142,9.277,0.549,-3.418
-0.428,-0.886,0.134,2.747,1.770,-5.371
-0.407,-0.890,0.132,13.367,0.916,-1.526
-0.440,-0.925,0.135,26.306,-0.427,0.061
-0.449,-0.919,0.123,20.996,0.183,-2.991
-0.483,-0.821,0.090,10.254,1.038,-2.136
-0.444,-0.891,0.134,15.564,2.563,-0.305
-0.406,-0.954,0.143,15.930,4.089,-0.854
-0.404,-0.913,0.143,10.559,3.235,0.000
-0.401,-0.945,0.113,6.226,0.244,0.000
-0.460,-0.884,0.074,11.108,-2.075,-0.366
-0.498,-0.836,0.070,11.108,-2.991,0.244
-0.466,-0.844,0.062,5.920,2.380,0.610
-0.431,-0.903,0.083,10.376,4.272,1.465
-0.463,-0.915,0.067,14.343,0.793,-0.671
-0.451,-0.890,0.057,3.479,3.357,-1.770
-0.532,-0.883,0.062,3.479,4.333,0.977
-0.455,-0.920,0.077,7.996,3.235,1.770
-0.443,-0.904,0.082,2.441,1.709,0.305
-0.437,-0.864,0.052,-6.226,1.831,0.183
-0.434,-0.895,0.073,-4.456,4.517,1.343
-0.452,-0.876,0.081,-0.122,7.141,4.333
-0.488,-0.902,0.075,3.235,1.526,4.211
-0.492,-0.875,0.065,-0.488,0.488,2.380
-0.428,-0.953,0.066,2.625,0.671,0.122
-0.398,-0.999,0.060,5.981,2.075,-0.916
-0.448,-0.927,0.034,6.592,2.563,-2.380
-0.458,-0.935,0.051,1.465,4.272,-3.418
-0.496,-0.854,0.056,-0.793,5.005,-4.822
-0.425,-0.837,0.133,-2.136,4.761,-5.615
-0.464,-0.890,0.122,4.822,-9.399,-2.686
-0.452,-0.949,0.006,1.160,-1.953,-2.625
-0.601,-0.886,0.024,-0.061,12.878,3.113
-0.393,-0.943,0.085,0.793,6.104,0.244
-0.478,-0.860,0.059,3.845,-0.427,1.404
-0.543,-0.748,0.063,2.991,2.930,3.174
-0.449,-0.911,0.103,2.991,4.822,2.930
-0.460,-0.914,0.085,6.287,1.465,2.686
-0.465,-0.916,0.066,6.348,1.526,2.258
-0.455,-0.903,0.058,4.822,2.686,0.916
-0.446,-0.886,0.064,5.615,3.052,2.380
-0.455,-0.896,0.057,3.113,1.160,2.869
-0.462,-0.902,0.047,1.465,1.160,2.441
-0.451,-0.906,0.052,2.869,0.977,2.869
-0.449,-0.906,0.059,3.723,1.465,2.930
-0.454,-0.908,0.069,2.991,1.404,2.625
-0.411,-0.912,0.066,1.709,0.671,2.319
-0.478,-0.876,0.056,0.916,-2.075,1.038
-0.497,-0.903,0.042,3.174,-2.502,1.526
-0.468,-0.897,0.046,4.456,-0.183,2.258
-0.433,-0.961,0.036,4.761,0.366,2.075
-0.403,-0.937,0.029,2.136,2.502,0.732
-0.457,-0.886,0.040,1.099,3.113,-0.244
-0.497,-0.884,0.057,0.488,1.526,-0.488
-0.496,-0.871,0.043,0.122,1.282,-0.183
-0.471,-0.908,0.045,2.686,1.648,1.038
-0.399,-0.929,0.039,2.563,1.709,1.709
-0.407,-0.895,0.035,2.136,1.526,1.587
-0.407,-0.903,0.028,1.038,0.000,2.747

-0.489,-0.891,0.034,1.343,0.244,1.953
-0.472,-0.920,0.046,0.854,3.540,1.526
-0.389,-0.979,0.054,0.793,3.357,0.610
-0.436,-0.901,0.035,-1.038,2.808,1.343
-0.432,-0.910,0.029,-0.366,2.869,2.991
-0.484,-0.842,0.163,5.493,-0.610,2.625
-0.536,-0.897,0.027,2.197,-7.263,-0.854
-0.479,-0.843,-0.001,-1.099,9.216,-0.671
-0.372,-0.938,0.062,3.296,8.789,2.197
-0.392,-0.951,0.070,6.348,3.723,6.836
-0.401,-0.956,0.057,4.028,1.160,5.859
-0.470,-0.888,0.036,1.343,2.380,2.930
-0.485,-0.852,0.037,1.770,1.099,2.075
-0.431,-0.925,0.035,3.174,0.366,0.977
-0.440,-0.916,0.031,5.066,3.784,1.526
-0.398,-0.980,0.050,4.211,4.944,1.404
-0.439,-0.917,0.021,1.709,2.319,1.648
-0.491,-0.855,0.011,2.319,1.038,2.319
-0.455,-0.847,0.019,3.845,1.831,1.709
-0.479,-0.887,0.034,3.113,1.709,1.892
-0.366,-0.969,0.036,2.502,2.686,1.099
-0.431,-0.915,0.034,1.709,3.540,0.122
-0.445,-0.912,0.040,0.549,2.197,0.427
-0.451,-0.917,0.028,1.831,0.549,0.183
-0.443,-0.917,0.028,2.258,1.831,0.305
-0.438,-0.913,0.033,3.174,1.587,0.488
-0.437,-0.893,0.024,2.686,0.549,1.709
-0.439,-0.901,0.013,3.784,0.061,2.258
-0.441,-0.899,0.012,3.174,2.625,2.869
-0.432,-0.913,0.025,3.479,5.615,3.967
-0.478,-0.870,0.028,3.723,4.150,3.906
-0.554,-0.792,0.026,1.221,2.136,2.869
-0.485,-0.921,0.053,-0.122,2.441,2.869
-0.363,-1.055,0.036,-1.770,3.784,1.282
-0.415,-0.918,0.011,-1.282,2.930,0.427
-0.426,-0.924,0.005,1.282,1.099,1.343
-0.480,-0.835,0.004,0.854,2.014,2.502
-0.450,-0.876,0.037,1.404,3.662,4.028
-0.442,-0.930,0.035,2.625,2.075,2.930
-0.439,-0.924,0.028,1.587,2.869,1.221
-0.424,-0.919,0.049,2.075,2.319,1.892
-0.436,-0.930,0.052,1.953,-5.676,0.977
-0.461,-0.892,-0.024,-1.770,-0.916,-0.671
-0.427,-0.911,0.021,1.526,4.517,-1.038
-0.429,-0.895,0.019,3.845,1.587,2.319
-0.440,-0.903,0.019,1.465,3.662,3.174
-0.419,-0.895,0.025,0.610,4.333,3.357
-0.421,-0.914,0.036,2.991,2.686,5.554
-0.444,-0.943,0.032,3.662,1.099,5.737
-0.376,-0.999,0.021,4.211,0.793,4.578
-0.454,-0.922,-0.010,2.563,1.648,4.089
-0.432,-0.863,-0.010,3.418,3.113,2.563
-0.405,-0.925,0.023,6.409,2.563,5.310
-0.407,-0.976,0.019,1.221,2.319,2.625
-0.411,-0.972,0.040,0.366,3.113,1.770
-0.407,-0.986,0.012,2.869,1.892,0.671
-0.420,-0.886,-0.006,2.563,0.854,0.854
-0.428,-0.824,0.005,0.671,1.282,0.183
-0.444,-0.852,0.008,0.000,3.113,0.916
-0.386,-0.937,0.026,1.526,2.625,1.648
-0.365,-0.968,0.007,3.357,3.479,2.380
-0.410,-0.950,-0.004,4.272,4.211,2.075
-0.432,-0.858,0.009,2.502,3.906,1.831
-0.431,-0.896,0.013,3.235,3.906,1.099
-0.432,-0.892,0.033,3.784,3.113,-0.122
-0.405,-0.978,0.031,2.808,1.221,-1.099
-0.398,-0.953,0.006,2.136,0.610,-1.892
-0.420,-0.926,0.016,-0.549,-0.305,-2.747
-0.406,-0.944,0.016,-0.549,-1.465,-3.479
-0.376,-0.920,-0.002,0.671,-1.404,-3.662
-0.439,-0.914,-0.001,2.930,-0.305,-4.028
-0.438,-0.892,0.005,1.465,-0.366,-1.831
-0.486,-0.887,0.015,0.305,0.427,0.916
-0.427,-0.912,0.002,1.892,0.610,1.831
-0.429,-0.907,-0.017,2.686,0.977,1.526
-0.406,-0.926,-0.013,0.549,5.371,2.380
-0.374,-0.922,0.009,0.732,5.432,2.197
-0.461,-0.858,0.079,1.038,1.587,2.197
-0.518,-0.932,0.042,-0.366,-4.517,-5.737
-0.476,-0.889,-0.042,-5.737,1.038,-2.563
-0.417,-0.899,0.008,-0.854,6.165,1.221
-0.433,-0.906,0.025,2.930,1.587,2.136
-0.439,-0.911,0.026,-0.244,0.854,1.648
-0.419,-0.916,0.035,-2.991,0.793,2.319
-0.421,-0.919,0.016,0.305,-2.136,2.747
-0.428,-0.911,0.008,-1.221,-1.282,4.028
-0.423,-0.911,0.007,-1.221,-0.793,4.333
-0.435,-0.921,-0.014,-2.991,-1.648,4.944
-0.516,-0.908,0.003,-2.441,1.038,7.690
-0.425,-0.939,0.031,-5.798,0.977,7.324
-0.369,-0.957,0.004,-7.080,-1.404,5.432
-0.358,-0.964,-0.029,-8.423,-1.648,2.747
-0.352,-1.001,-0.005,-10.376,0.732,6.653
-0.464,-0.869,0.023,-11.902,2.502,3.784
-0.465,-0.870,0.056,-17.273,1.404,-2.441
-0.376,-0.886,0.075,-21.667,3.174,-4.089
-0.371,-0.909,0.104,-13.245,2.686,0.488
-0.391,-0.979,0.091,-7.690,-1.221,-6.165
-0.400,-0.929,0.046,-6.592,-2.747,-7.019
-0.369,-0.943,0.061,-6.409,-2.686,-5.066

-0.490,-0.789,0.054,-6.287,-4.333,6.165
-0.447,-0.913,0.105,-4.333,-1.160,4.578
-0.373,-0.967,0.120,-14.832,1.099,1.465
-0.376,-0.966,0.106,-7.812,-3.113,3.418
-0.433,-0.978,0.092,-2.686,-2.625,3.723
-0.448,-0.991,0.100,-8.362,1.709,1.465
-0.436,-0.838,0.091,-9.033,-3.113,1.099
-0.513,-0.816,0.105,-9.033,-4.333,1.709
-0.424,-0.920,0.095,-6.348,-1.038,2.380
-0.429,-0.921,0.116,-1.770,1.221,3.296
-0.442,-0.940,0.107,-4.822,2.441,1.343
-0.443,-0.923,0.094,-10.254,7.385,-1.770
-0.395,-0.911,0.122,-7.996,9.583,-0.916
-0.343,-0.903,0.177,-0.061,4.883,2.380
-0.437,-0.880,0.160,2.502,-2.319,1.709
-0.491,-0.873,0.109,-1.770,-2.197,-0.671
-0.414,-0.889,0.107,-2.869,3.479,1.648
-0.431,-0.911,0.154,0.061,4.028,2.747
-0.388,-0.923,0.134,-0.366,1.038,2.380
-0.417,-0.925,0.129,0.488,2.808,2.136
-0.521,-0.855,0.173,-0.061,5.737,0.488
-0.408,-0.974,0.176,-1.587,2.319,0.488
-0.427,-0.943,0.160,-2.380,-0.305,0.610
-0.325,-1.000,0.139,-1.221,1.221,1.343
-0.386,-0.846,0.124,-0.366,2.014,1.221
-0.512,-0.791,0.148,2.197,0.671,2.441
-0.505,-0.776,0.135,-0.916,0.671,3.357
-0.490,-0.905,0.169,2.502,0.854,4.211
-0.366,-1.021,0.154,3.052,1.465,3.540
-0.337,-0.935,0.109,2.869,1.709,3.357
-0.428,-0.905,0.130,3.174,2.625,4.517
-0.403,-0.908,0.134,1.221,4.272,2.136
-0.454,-0.891,0.149,0.488,5.066,1.831
-0.449,-0.913,0.152,0.000,3.723,1.953
-0.394,-0.936,0.136,1.404,3.113,1.526
-0.379,-0.915,0.141,-0.305,4.517,0.549
-0.426,-0.884,0.164,-1.404,4.333,0.427
-0.466,-0.890,0.148,-2.319,1.282,0.488
-0.467,-0.893,0.148,-1.587,3.296,0.366
-0.395,-0.912,0.132,-1.648,5.310,-0.061
-0.368,-0.887,0.126,0.061,4.333,1.099
-0.435,-0.890,0.196,4.089,8.057,4.761
-0.418,-0.981,0.202,2.747,5.432,2.319
-0.466,-0.923,0.176,1.648,1.404,2.869
-0.443,-0.922,0.158,1.770,2.136,1.465
-0.379,-0.917,0.141,3.113,2.014,1.038
-0.373,-0.895,0.143,2.808,1.465,1.892
-0.434,-0.892,0.147,1.038,0.366,2.563
-0.426,-0.910,0.155,1.404,1.404,1.587
-0.418,-0.922,0.154,2.686,2.380,0.610
-0.421,-0.908,0.141,2.014,1.770,-0.488
-0.417,-0.912,0.150,3.906,1.160,-0.977
-0.449,-0.851,0.146,4.333,1.282,-0.549
-0.392,-0.917,0.157,3.845,-2.319,-0.793
-0.427,-0.907,0.127,2.625,-2.380,-0.122
-0.420,-0.903,0.121,3.967,2.441,0.793
-0.418,-0.917,0.149,6.348,4.761,0.732
-0.424,-0.920,0.128,5.981,0.793,-0.488
-0.412,-0.925,0.121,6.348,-2.197,-1.770
-0.425,-0.914,0.133,2.625,3.784,-1.038
-0.416,-0.888,0.124,-2.502,2.258,-4.333
-0.420,-0.897,0.092,-2.136,-1.038,-2.930
-0.409,-0.902,0.100,-0.854,3.784,-0.793
-0.423,-0.901,0.133,4.578,12.146,0.305
-0.429,-0.915,0.146,5.066,5.249,1.160
-0.428,-0.918,0.119,3.845,3.174,3.784
-0.406,-0.922,0.121,7.874,7.202,7.568
-0.445,-0.918,0.120,16.418,6.897,8.972
-0.423,-0.916,0.116,22.583,6.348,-3.235
-0.420,-0.918,0.113,26.184,7.996,-1.465
-0.427,-0.916,0.112,30.090,6.165,-3.784
-0.436,-0.924,0.089,25.024,3.113,-5.920
-0.425,-0.893,0.062,18.494,1.831,-7.446
-0.429,-0.917,0.073,16.968,6.287,-5.981
-0.431,-0.916,0.077,14.221,8.789,-3.357
-0.435,-0.904,0.061,15.259,2.930,-4.089
-0.433,-0.911,0.078,12.939,3.113,-2.502
-0.420,-0.894,0.071,10.742,2.380,-0.427
-0.443,-0.908,0.001,20.691,-3.113,0.122
-0.462,-0.922,-0.018,19.897,-0.183,2.747
-0.444,-0.932,-0.005,18.616,5.371,3.784
-0.432,-0.916,0.007,18.188,6.592,2.563
-0.436,-0.945,0.028,14.832,3.296,5.005
-0.434,-0.912,-0.007,3.357,0.244,9.277
-0.419,-0.918,-0.018,1.282,2.808,8.911
-0.420,-0.929,-0.011,2.625,7.263,5.371
-0.490,-0.897,-0.003,3.052,4.272,4.272
-0.415,-0.923,-0.025,1.282,2.441,2.991
-0.357,-0.929,-0.017,1.526,4.639,0.916
-0.400,-0.896,0.044,0.244,6.836,1.831
-0.420,-0.902,0.063,-1.343,5.127,-1.404
-0.421,-0.915,0.021,-1.404,2.197,-8.240
-0.428,-0.899,-0.031,0.732,-3.357,0.061
-0.488,-0.926,0.000,2.686,-0.183,3.784
-0.421,-0.943,0.011,4.517,2.197,2.869
-0.425,-0.945,0.005,5.005,0.793,1.709
-0.431,-0.931,-0.009,2.136,-0.061,0.549
-0.420,-0.919,-0.025,2.686,1.404,-3.174
-0.420,-0.931,-0.023,5.859,2.563,-3.113
-0.439,-0.921,-0.031,3.784,2.258,-1.404

-0.436,-0.910,-0.026,2.258,4.089,-2.075
-0.425,-0.907,-0.009,0.488,5.188,-0.488
-0.423,-0.912,-0.007,0.916,3.174,0.000
-0.465,-0.882,-0.005,1.465,2.686,-0.610
-0.440,-0.909,-0.008,1.465,3.174,-1.282
-0.431,-0.906,-0.000,2.380,2.380,-1.770
-0.447,-0.913,-0.008,2.380,1.160,-1.343
-0.419,-0.905,-0.012,3.113,0.977,0.000
-0.495,-0.876,-0.011,2.441,0.916,0.977
-0.471,-0.929,-0.009,1.831,1.587,1.099
-0.478,-0.924,-0.004,1.892,2.563,-0.122
-0.433,-0.922,-0.010,2.258,2.136,-1.343
-0.448,-0.920,-0.020,2.136,0.305,-1.831
-0.452,-0.923,-0.025,-0.671,1.953,-1.282
-0.437,-0.915,-0.016,-0.793,3.052,-1.038
-0.476,-0.881,-0.003,1.892,2.258,-0.977
-0.459,-0.903,-0.013,2.014,-0.488,-0.549
-0.445,-0.894,-0.024,0.732,1.465,-0.793
-0.440,-0.911,-0.012,0.610,3.113,0.000
-0.445,-0.910,-0.016,2.136,1.587,2.380
-0.498,-0.899,-0.016,4.578,1.587,2.441
-0.506,-0.899,-0.013,3.723,2.686,0.183
-0.432,-0.956,-0.015,2.014,2.563,-1.099
-0.384,-0.932,-0.028,0.061,2.197,-1.404
-0.451,-0.872,-0.026,2.136,1.831,-2.563
-0.479,-0.902,-0.019,2.869,1.892,-0.610
-0.484,-0.918,-0.015,0.061,3.235,1.160
-0.479,-0.914,-0.004,-1.099,2.930,0.305
-0.459,-0.945,-0.009,0.549,1.282,-0.061
-0.463,-0.935,-0.006,0.732,0.061,0.671
-0.389,-0.913,-0.018,0.610,-0.061,1.465
-0.445,-0.900,-0.013,1.282,0.061,2.136
-0.451,-0.912,-0.017,0.671,-0.732,3.174
-0.447,-0.911,-0.024,-0.061,-1.465,3.479
-0.495,-0.884,-0.016,-0.549,-1.404,2.075
-0.488,-0.919,-0.014,-1.221,-0.244,0.854
-0.423,-0.951,-0.027,-2.136,0.671,-0.427
-0.448,-0.906,-0.029,-1.587,1.587,-0.793
-0.443,-0.883,-0.024,-0.916,1.770,0.427
-0.450,-0.897,-0.011,-3.906,2.014,2.136
-0.502,-0.884,0.005,-9.705,1.282,6.042
-0.432,-0.935,0.018,-9.705,0.793,4.089
-0.444,-0.962,0.042,-12.756,-1.465,2.502
-0.441,-0.903,0.010,-22.217,-3.662,5.188
-0.433,-0.895,-0.023,-17.700,-4.028,8.911
-0.447,-0.936,-0.011,-11.475,-1.160,11.230
-0.446,-0.947,0.038,-15.442,1.770,7.324
-0.355,-0.919,0.046,-14.526,1.099,1.648
-0.398,-0.899,0.057,-12.329,-1.709,1.038
-0.504,-0.918,0.060,-15.442,-2.136,-0.305
-0.453,-0.921,0.057,-13.062,1.099,-2.930
-0.442,-0.926,0.070,-7.629,1.648,-1.892
-0.440,-0.888,0.056,-8.423,0.793,-0.977
-0.498,-0.862,0.052,-7.141,1.709,-0.610
-0.468,-0.893,0.063,-7.812,4.089,1.831
-0.431,-0.871,0.056,-12.573,4.456,4.150
-0.437,-0.900,0.077,-3.662,7.263,6.348
-0.437,-0.921,0.093,-0.854,8.728,14.038
-0.438,-0.920,0.093,-2.869,9.338,21.851
-0.388,-0.926,0.131,-1.831,11.841,17.578
-0.366,-0.960,0.145,0.366,9.705,14.648
-0.318,-0.936,0.148,0.977,3.906,11.169
-0.395,-0.914,0.135,-0.854,-0.854,3.235
-0.395,-0.907,0.118,-5.310,-0.488,-3.601
-0.371,-0.901,0.114,-6.836,-0.183,-11.719
-0.348,-0.902,0.086,-6.775,-1.831,-10.742
-0.355,-0.943,0.102,-4.028,1.831,-4.639
-0.411,-0.916,0.123,-2.258,1.770,-1.648
-0.423,-0.912,0.128,-3.296,-1.160,-0.977
-0.420,-0.922,0.132,-3.967,0.610,-1.465
-0.389,-0.930,0.139,-4.028,0.977,-2.563
-0.406,-0.901,0.125,-5.310,-1.221,-3.174
