aX,aY,aZ,gX,gY,gZ
-0.035,0.050,0.964,1.221,1.404,1.526
-0.036,0.046,0.972,0.671,2.197,1.404
-0.031,0.024,0.971,0.671,2.197,0.977
-0.104,-0.022,0.971,1.343,1.587,0.916
-0.134,-0.011,0.967,0.977,0.977,1.343
-0.142,-0.017,0.969,1.038,1.709,1.526
-0.068,0.032,0.973,1.282,2.014,2.258
-0.022,0.041,0.969,0.793,1.770,2.014
-0.075,-0.006,0.960,0.977,1.404,1.526
-0.070,0.005,0.960,0.427,2.075,1.526
-0.139,-0.030,0.966,1.221,2.136,1.892
-0.109,0.007,0.973,1.099,2.625,2.319
-0.034,0.048,0.976,0.671,2.197,2.197
-0.041,0.020,0.964,0.977,1.770,1.892
-0.038,0.030,0.961,0.854,1.587,1.770
-0.110,-0.024,0.964,1.221,1.892,1.709
-0.133,-0.015,0.972,1.160,1.587,2.014
-0.078,0.031,0.970,1.221,1.404,1.953
-0.078,0.013,0.963,1.099,1.709,1.526
-0.076,0.011,0.964,0.793,2.014,1.404
-0.079,0.011,0.965,0.916,2.014,1.038
-0.082,0.010,0.964,1.038,2.319,1.099
-0.086,0.013,0.964,1.099,2.625,1.221
-0.080,0.010,0.971,1.099,2.930,1.526
-0.075,0.009,0.976,0.854,2.563,1.831
-0.076,0.006,0.971,1.465,1.892,1.587
-0.076,0.007,0.972,1.038,1.709,1.465
-0.075,0.009,0.968,1.099,1.526,1.221
-0.084,0.010,0.966,0.793,1.953,0.610
-0.083,0.017,0.971,1.099,1.892,1.404
-0.081,0.011,0.965,1.099,1.465,1.648
-0.081,0.007,0.964,0.427,2.197,1.526
-0.072,0.007,0.975,0.854,2.136,1.160
-0.078,0.010,0.971,1.099,2.075,1.099
-0.082,0.012,0.967,1.099,1.587,1.343
-0.083,0.015,0.964,1.343,1.587,1.282
-0.080,0.010,0.970,0.977,2.197,1.404
-0.079,0.011,0.971,1.160,1.526,1.648
-0.080,0.010,0.966,1.221,1.709,1.587
-0.135,0.005,0.967,1.038,2.014,1.648
-0.132,-0.032,0.971,1.099,1.526,2.258
-0.109,0.007,0.972,1.648,1.648,1.892
-0.035,0.048,0.965,1.526,1.770,1.770
-0.041,0.022,0.962,1.099,2.014,1.465
-0.042,0.035,0.967,-0.977,2.930,2.075
-0.097,-0.025,0.981,3.357,3.418,1.892
-0.130,-0.016,0.988,1.404,1.831,1.648
-0.068,0.038,0.978,1.221,0.732,2.075
-0.078,0.007,0.961,1.526,1.221,1.709
-0.074,0.006,0.963,1.038,2.136,1.343
-0.072,0.003,0.970,1.221,2.197,1.038
-0.076,0.007,0.969,1.221,1.953,0.549
-0.080,0.011,0.973,1.282,1.953,0.488
-0.081,0.015,0.972,1.282,1.770,0.977
-0.084,0.014,0.967,1.343,1.892,1.099
-0.079,0.011,0.967,1.099,2.258,1.709
-0.075,0.008,0.973,1.221,2.258,2.014
-0.057,0.034,0.971,1.221,1.892,2.441
-0.018,0.034,0.962,0.732,1.892,1.770
-0.079,-0.013,0.963,1.038,1.953,1.221
-0.138,-0.026,0.970,1.099,2.197,0.977
-0.135,-0.024,0.978,1.099,2.197,1.831
-0.100,0.019,0.972,1.221,1.526,2.014
-0.034,0.047,0.964,1.160,2.319,1.587
-0.040,0.008,0.970,0.732,2.136,2.014
-0.114,-0.031,0.973,1.099,1.587,1.465
-0.114,-0.026,0.959,1.343,1.282,1.343
-0.129,-0.010,0.969,0.977,1.953,1.465
-0.055,0.040,0.968,1.038,2.197,1.343
-0.022,0.033,0.962,1.343,2.380,1.404
-0.022,0.040,0.968,0.793,2.014,1.709
-0.077,-0.008,0.968,1.160,1.953,1.770
-0.133,-0.028,0.975,1.160,1.709,2.197
-0.091,0.019,0.973,0.854,1.709,1.892
-0.098,0.011,0.971,0.977,1.770,2.075
-0.033,0.047,0.962,0.610,2.014,1.404
-0.045,0.014,0.963,0.671,2.563,1.526
-0.032,0.019,0.971,1.099,2.258,1.648
-0.106,-0.024,0.971,1.282,1.404,1.465
-0.125,-0.015,0.976,0.793,1.343,1.648
-0.057,0.036,0.969,0.854,1.465,1.221
-0.068,0.034,0.970,0.671,1.587,1.160
-0.023,0.040,0.963,0.793,1.953,1.038
-0.075,-0.006,0.969,0.671,1.892,1.038
-0.135,-0.025,0.977,1.160,1.648,1.221
-0.133,-0.026,0.974,0.916,1.526,1.648
-0.103,0.012,0.977,0.793,1.221,1.648
-0.034,0.048,0.970,0.488,0.977,1.526
-0.042,0.019,0.963,0.793,0.732,1.587
-0.115,-0.024,0.966,0.793,0.916,1.343

-0.106,-0.024,0.960,0.671,1.160,1.587
-0.130,-0.016,0.968,0.793,1.648,1.587
-0.060,0.040,0.975,0.549,1.770,1.709
-0.022,0.035,0.994,1.221,1.587,1.526
-0.025,0.048,0.967,0.427,1.648,1.526
-0.077,-0.001,0.960,1.526,1.038,1.648
-0.149,-0.023,0.947,-2.014,1.282,1.404
-0.093,0.011,0.980,1.953,3.662,2.075
-0.096,0.011,0.999,1.282,2.747,1.038
-0.038,0.051,0.978,1.648,0.488,0.671
-0.053,0.019,0.953,2.136,0.061,0.854
-0.086,0.007,0.954,1.404,1.099,1.160
-0.072,0.007,0.965,0.793,2.075,1.282
-0.071,0.009,0.968,0.854,2.014,0.854
-0.078,0.013,0.967,0.977,1.587,1.099
-0.083,0.018,0.967,0.916,1.831,1.160
-0.084,0.016,0.970,0.610,1.709,1.648
-0.079,0.012,0.970,0.916,1.892,2.319
-0.077,0.006,0.964,0.732,1.526,2.014
-0.077,-0.002,0.964,0.122,2.014,1.831
-0.135,-0.034,0.975,0.122,2.014,1.953
-0.100,0.017,0.974,3.784,2.197,1.099
-0.029,0.048,0.956,2.991,2.930,1.221
-0.032,0.041,0.966,0.977,2.197,1.465
-0.039,0.020,0.969,0.549,2.014,1.343
-0.118,-0.028,0.967,1.648,1.587,1.282
-0.127,-0.010,0.974,0.610,1.526,1.770
-0.130,-0.012,0.972,0.732,1.587,1.404
-0.060,0.036,0.972,0.854,1.648,1.160
-0.018,0.038,0.963,0.427,1.282,1.160
-0.085,0.003,0.962,0.732,1.343,1.099
-0.080,0.014,0.963,1.038,1.465,1.587
-0.075,0.010,0.970,0.732,1.526,1.709
-0.080,0.012,0.968,0.793,1.343,1.587
-0.076,0.006,0.960,0.854,1.526,1.587
-0.073,0.002,0.963,0.366,1.587,1.160
-0.082,0.013,0.966,0.854,2.197,0.916
-0.080,0.016,0.967,0.732,1.526,1.648
-0.024,0.045,0.957,0.610,1.587,1.221
-0.062,0.004,0.963,0.854,2.441,1.404
-0.076,0.008,0.974,0.671,2.319,1.282
-0.075,0.011,0.972,1.038,1.648,1.343
-0.082,0.011,0.962,1.038,1.526,1.343
-0.081,0.010,0.965,0.854,1.770,0.793
-0.075,0.008,0.968,1.404,2.075,1.282
-0.074,0.010,0.971,1.160,1.831,1.160
-0.083,0.017,0.966,1.160,1.709,1.343
-0.080,0.017,0.969,1.343,2.136,1.709
-0.080,0.014,0.965,1.404,1.831,2.136
-0.073,0.006,0.970,1.404,2.075,2.197
-0.079,0.007,0.963,1.221,1.953,1.770
-0.082,0.008,0.967,0.732,2.380,1.953
-0.080,0.005,0.962,0.793,2.136,2.014
-0.081,0.013,0.979,0.793,2.502,1.953
-0.105,0.002,0.966,2.441,2.014,1.892
-0.112,0.004,0.972,1.099,1.404,2.258
-0.075,0.004,0.963,1.953,1.831,1.892
-0.074,0.002,0.965,1.404,2.258,1.587
-0.074,0.004,0.967,1.465,1.892,1.160
-0.073,0.006,0.966,1.282,2.136,0.977
-0.078,0.008,0.967,1.221,1.953,0.854
-0.078,0.009,0.970,1.160,2.258,0.977
-0.078,0.011,0.969,1.343,2.075,1.282
-0.075,0.009,0.970,1.099,1.892,1.770
-0.074,0.010,0.967,1.343,1.770,1.892
-0.016,0.038,0.958,1.282,2.075,1.648
-0.078,-0.013,0.961,0.549,2.502,1.709
-0.131,-0.024,0.977,1.526,2.380,1.770
-0.132,-0.027,0.973,1.160,2.197,1.160
-0.099,0.020,0.976,0.977,2.197,1.648
-0.030,0.046,0.964,1.221,1.709,1.770
-0.045,0.006,0.958,1.221,2.258,1.282
-0.027,0.011,0.966,0.793,2.441,1.648
-0.105,-0.030,0.970,1.160,1.953,1.343
-0.126,-0.011,0.974,0.977,1.526,1.282
-0.056,0.040,0.968,1.221,1.648,0.977
-0.016,0.031,0.962,0.977,1.770,1.404
-0.017,0.037,0.963,1.099,1.953,1.343
-0.075,-0.010,0.965,0.854,1.831,1.465
-0.136,-0.021,0.974,0.854,1.892,2.075
-0.089,0.020,0.980,0.977,1.648,2.197
-0.096,0.010,0.973,0.732,1.404,2.197
-0.051,0.028,0.964,0.671,1.282,1.648
-0.078,0.005,0.958,0.732,1.953,1.160
-0.079,0.007,0.966,0.610,2.319,1.465
-0.076,0.007,0.974,0.916,2.136,1.648
-0.076,0.007,0.976,0.854,1.770,1.648
-0.073,0.005,0.968,1.343,1.160,1.709
-0.076,0.006,0.966,1.038,1.465,1.282
-0.074,0.005,0.959,1.099,1.526,1.160
-0.079,0.008,0.966,0.793,2.075,0.916
-0.051,0.026,0.969,0.916,2.258,1.099
-0.022,0.023,0.966,1.038,1.831,1.404
-0.102,-0.022,0.969,1.221,1.648,1.282
-0.132,-0.016,0.977,1.221,1.709,1.404
-0.134,-0.021,0.974,1.526,1.831,1.648
-0.072,0.028,0.971,0.916,1.831,1.526
-0.014,0.042,0.969,0.916,2.075,1.526
-0.059,-0.006,0.965,1.099,1.526,1.587
-0.135,-0.028,0.973,0.732,1.526,1.343

-0.091,-0.013,0.973,1.160,1.709,1.770
-0.068,0.000,0.972,1.404,1.160,1.404
-0.075,0.003,0.967,0.854,1.526,0.671
-0.074,0.010,0.974,0.549,1.648,1.221
-0.076,0.006,0.969,1.160,0.793,0.854
-0.079,0.010,0.967,0.977,1.709,1.099
-0.075,0.010,0.967,1.038,2.014,1.404
-0.074,0.007,0.970,0.916,1.770,1.282
-0.076,0.006,0.969,1.282,1.465,1.465
-0.078,-0.008,0.970,1.160,1.404,1.221
-0.134,-0.027,0.972,1.099,1.709,1.343
-0.083,0.025,0.974,0.732,1.770,1.282
-0.017,0.047,0.966,1.038,1.831,1.709
-0.054,0.006,0.967,0.732,1.770,1.648
-0.047,0.006,0.964,1.221,1.465,1.770
-0.124,-0.030,0.964,1.099,1.343,2.197
-0.115,-0.002,0.977,0.671,1.587,2.319
-0.041,0.042,0.967,0.793,1.709,1.770
-0.033,0.028,0.937,-2.625,1.404,1.465
-0.023,0.035,0.973,2.686,2.686,1.465
-0.088,-0.020,0.970,2.136,1.892,1.831
-0.143,-0.021,0.979,-0.488,0.793,2.136
-0.077,0.013,0.967,1.709,1.221,1.648
-0.074,0.006,0.965,0.427,1.892,1.465
-0.071,0.004,0.966,0.977,1.648,1.099
-0.075,0.004,0.969,0.671,1.770,0.671
-0.081,0.009,0.970,1.038,1.404,0.244
-0.084,0.011,0.962,1.282,1.953,0.549
-0.079,0.013,0.974,0.671,2.319,0.977
-0.073,0.010,0.973,1.221,2.014,1.404
-0.073,0.006,0.970,1.221,1.465,1.404
-0.066,-0.004,0.969,1.038,1.282,1.038
-0.082,0.010,0.965,1.038,1.892,0.916
-0.081,0.011,0.966,1.160,2.258,1.160
-0.075,0.006,0.970,0.793,2.075,0.977
-0.080,0.012,0.972,1.099,2.380,1.099
-0.077,0.014,0.973,1.038,1.892,1.770
-0.078,0.007,0.964,0.977,1.160,1.465
-0.073,0.004,0.970,0.427,2.258,1.465
-0.072,0.007,0.972,0.793,2.136,0.793
-0.081,0.012,0.968,0.793,1.465,0.854
-0.083,0.013,0.967,0.916,1.526,1.587
-0.076,0.006,0.965,1.160,1.709,1.465
-0.068,0.005,0.968,0.732,2.014,1.404
-0.069,0.005,0.967,0.977,1.648,0.854
-0.077,0.011,0.964,1.099,1.892,0.732
-0.081,0.019,0.966,0.793,2.319,1.099
-0.040,0.041,0.967,0.610,2.014,2.319
-0.072,0.013,0.973,0.732,2.502,2.258
-0.074,0.006,0.969,0.977,2.197,1.892
-0.079,0.006,0.969,0.671,2.014,1.892
-0.080,0.007,0.970,0.916,2.075,1.770
-0.075,0.008,0.972,0.977,2.136,1.526
-0.075,0.006,0.973,1.038,1.770,1.160
-0.075,0.006,0.969,1.282,1.465,1.221
-0.077,0.012,0.963,0.916,1.221,1.282
-0.079,0.013,0.960,0.916,1.648,1.221
-0.075,0.009,0.967,0.488,2.502,1.526
-0.073,0.006,0.967,1.282,2.563,1.221
-0.074,0.010,0.974,0.671,2.441,1.160
-0.074,0.012,0.974,1.404,2.136,1.160
-0.077,0.012,0.969,1.587,1.709,1.526
-0.077,0.010,0.965,1.282,1.770,1.587
-0.077,0.011,0.969,1.282,2.136,1.648
-0.070,0.009,0.973,0.854,2.075,1.526
-0.068,0.005,0.974,0.977,1.648,1.404
-0.075,0.005,0.967,1.099,1.770,0.671
-0.077,0.013,0.972,0.671,1.831,1.282
-0.078,0.013,0.962,1.221,1.465,1.404
-0.079,0.013,0.967,0.732,2.258,1.770
-0.071,0.008,0.973,1.221,2.319,1.892
-0.071,0.008,0.971,0.854,1.892,1.709
-0.073,0.008,0.973,1.038,1.709,1.587
-0.078,0.009,0.972,1.099,1.526,1.465
-0.075,0.007,0.939,1.038,1.343,1.587
-0.076,0.008,0.971,0.854,1.404,1.526
-0.081,0.010,0.960,1.465,1.221,1.526
-0.080,0.013,0.961,0.854,2.075,1.709
-0.096,-0.002,0.969,0.916,2.686,1.953
-0.092,-0.022,0.971,1.282,2.930,2.380
-0.129,-0.023,0.980,0.671,2.136,2.319
-0.070,0.026,0.971,1.282,2.075,1.831
-0.019,0.038,0.962,0.916,2.319,1.831
-0.064,-0.007,0.999,1.038,2.136,1.526
-0.056,0.002,0.966,1.099,1.526,1.160
-0.124,-0.027,0.973,1.221,1.526,1.587
-0.072,0.009,0.970,1.160,1.343,1.343
-0.076,0.009,0.966,0.793,1.526,0.916
-0.074,0.008,0.999,0.793,1.953,1.160
-0.073,0.009,0.967,1.038,1.648,1.160
-0.074,0.008,0.968,0.916,1.770,1.221
-0.075,0.011,0.972,0.732,1.770,1.160
-0.079,0.011,0.968,1.465,1.648,1.404
-0.078,0.012,0.962,1.282,2.075,1.648
-0.075,0.016,0.960,-0.488,1.648,1.831
-0.074,0.011,0.975,2.441,1.892,1.648
-0.075,0.004,0.962,1.465,2.014,1.709
-0.077,0.010,0.974,0.122,2.380,1.831
-0.068,0.002,0.975,1.343,1.770,1.465
-0.072,0.002,0.973,0.977,1.648,1.099

-0.075,0.010,0.965,1.099,1.221,0.977
-0.081,0.010,0.962,1.221,1.404,0.549
-0.076,0.011,0.970,1.160,2.441,1.099
-0.072,0.010,0.975,0.671,2.258,1.038
-0.071,0.008,0.975,1.343,2.014,1.343
-0.072,0.007,0.970,1.038,1.343,1.526
-0.121,-0.005,0.970,1.038,1.465,0.916
-0.042,0.041,0.968,1.160,1.343,1.404
-0.050,0.038,0.967,1.038,1.587,1.892
-0.022,0.031,0.958,0.916,2.136,1.587
-0.090,-0.015,0.972,0.549,2.441,1.953
-0.130,-0.022,0.984,0.610,1.465,2.258
-0.132,-0.026,0.983,0.671,1.099,1.892
-0.085,0.021,0.972,0.549,0.427,1.526
-0.022,0.050,0.961,0.061,1.099,1.038
-0.056,0.012,0.961,0.183,1.343,1.099
-0.130,-0.021,0.974,0.427,1.343,1.892
-0.119,-0.023,0.966,1.465,1.343,2.197
-0.124,-0.003,0.971,0.732,1.648,2.258
-0.039,0.044,0.969,0.793,2.075,1.831
-0.013,0.027,0.967,0.549,2.258,1.770
-0.015,0.036,0.967,0.427,1.709,0.732
-0.086,-0.010,0.969,0.061,1.526,0.732
-0.086,0.010,0.971,0.793,1.587,1.404
-0.077,0.014,0.972,0.671,1.526,2.014
-0.073,0.012,0.972,0.549,0.854,2.258
-0.075,0.005,0.954,1.465,0.366,1.953
-0.086,0.005,0.943,0.671,1.404,0.916
-0.089,0.009,0.958,0.427,2.991,0.854
-0.081,0.012,0.985,0.854,3.052,0.977
-0.077,0.009,0.988,0.977,1.953,0.549
-0.077,0.013,0.981,1.831,0.916,0.854
-0.079,0.011,0.966,2.014,-0.427,0.854
-0.087,0.008,0.949,2.136,0.244,0.244
-0.082,0.009,0.962,1.404,1.770,0.549
-0.072,0.014,0.978,0.671,2.136,0.427
-0.071,0.013,0.985,0.854,1.038,0.244
-0.073,0.012,0.977,1.343,0.122,0.305
-0.075,0.010,0.968,1.282,0.061,0.061
-0.074,0.008,0.959,1.099,0.488,0.061
-0.082,0.012,0.956,1.099,1.099,0.122
-0.087,0.020,0.957,1.221,2.197,0.305
-0.086,0.021,0.964,1.160,2.808,1.465
-0.083,0.017,0.969,1.099,3.357,2.136
-0.081,0.011,0.974,1.038,2.930,2.380
-0.081,0.006,0.974,1.404,2.625,2.686
-0.077,0.004,0.978,1.099,2.502,2.625
-0.077,0.005,0.976,1.526,1.404,1.587
-0.074,0.005,0.970,1.770,0.732,1.099
-0.085,0.004,0.902,-0.427,0.366,0.793
-0.086,0.024,0.958,-1.343,1.953,1.404
-0.068,0.010,0.983,4.028,3.418,0.366
-0.050,0.037,0.975,2.319,1.709,0.793
-0.019,0.042,0.963,0.854,1.038,1.953
-0.081,-0.000,0.950,1.648,1.770,1.709
-0.078,0.016,0.964,0.671,2.686,1.648
-0.070,0.010,0.978,0.244,2.502,2.258
-0.066,0.006,0.970,0.854,1.587,1.953
-0.083,0.013,0.964,0.305,1.526,1.404
-0.083,0.018,0.966,0.671,2.014,2.014
-0.084,0.015,0.960,0.732,1.892,2.014
-0.076,0.012,0.971,0.488,3.113,2.625
-0.068,0.009,0.979,0.305,3.113,2.686
-0.137,-0.021,0.980,0.793,1.892,2.319
-0.112,0.016,0.971,1.160,1.465,2.319
-0.037,0.020,0.971,1.404,2.014,2.441
-0.038,0.045,0.962,1.343,2.441,2.075
-0.030,0.024,0.958,0.977,2.502,2.014
-0.107,-0.023,0.969,1.160,2.563,2.014
-0.133,-0.009,0.979,1.343,2.991,2.014
-0.061,-0.025,0.979,1.282,2.075,2.014
-0.067,0.032,0.980,0.916,1.953,1.709
-0.019,0.041,0.961,1.038,1.587,0.977
-0.069,-0.004,0.960,1.160,1.526,0.977
-0.137,-0.024,0.974,0.977,1.648,0.916
-0.125,-0.025,0.980,1.648,1.709,1.221
-0.105,0.009,0.977,1.831,1.038,1.282
-0.033,0.048,0.961,1.404,0.977,0.793
-0.032,0.028,0.951,1.404,1.587,1.038
-0.107,0.045,0.959,0.854,2.014,1.343
-0.102,-0.013,0.965,0.793,2.075,1.587
-0.078,0.013,0.968,1.343,2.319,2.014
-0.077,0.013,0.966,0.854,2.502,2.014
-0.075,0.011,0.967,0.671,2.686,2.441
-0.073,0.011,0.972,1.038,2.441,2.075
-0.074,0.007,0.965,1.160,1.831,1.892
-0.077,0.010,0.971,1.099,2.747,1.953
-0.073,0.010,0.973,1.404,1.831,2.380
-0.080,0.009,0.955,1.343,1.831,1.526
-0.072,0.009,0.971,0.671,2.869,1.770
-0.127,-0.022,0.978,0.854,2.380,1.770
-0.080,0.023,0.975,1.160,2.136,1.709
-0.021,0.042,0.961,1.282,1.953,1.404
-0.022,0.046,0.964,0.916,2.563,1.221
-0.042,0.007,0.967,0.671,2.319,1.587
-0.115,-0.028,0.974,0.916,2.197,1.831
-0.116,-0.000,0.981,0.671,2.258,1.831
-0.035,-0.004,0.982,0.793,1.648,1.892
-0.044,0.039,0.968,0.732,1.282,1.343
-0.069,0.009,0.963,0.916,1.648,1.160

-0.072,0.005,0.960,0.793,1.648,1.160
-0.076,0.011,0.964,0.061,2.136,1.038
-0.076,0.009,0.967,0.366,2.625,1.099
-0.071,0.009,0.975,0.122,2.808,1.282
-0.069,0.011,0.974,-0.122,2.136,1.465
-0.068,0.012,0.970,0.122,2.258,1.160
-0.072,0.015,0.966,-0.061,1.709,0.977
-0.074,0.020,0.954,-0.244,1.953,0.854
-0.024,0.059,0.954,-0.549,2.319,1.648
-0.030,0.022,0.966,-0.610,3.357,2.258
-0.111,-0.016,0.970,0.122,2.441,1.892
-0.115,-0.015,0.972,0.610,2.258,2.319
-0.123,-0.001,0.982,0.183,1.648,2.319
-0.055,0.042,0.973,1.099,1.221,1.648
-0.020,0.043,0.964,0.793,1.160,1.282
-0.074,-0.004,0.967,0.977,1.038,2.075
-0.127,-0.022,0.957,0.732,0.244,1.160
-0.134,-0.022,0.962,1.221,0.977,0.671
-0.089,0.027,0.967,0.854,1.343,0.916
-0.018,0.065,0.969,0.854,1.831,0.610
-0.044,0.029,0.963,1.221,1.526,1.160
-0.126,0.047,0.960,1.465,1.160,1.343
-0.115,-0.018,0.961,1.343,1.343,1.831
-0.121,-0.002,0.968,1.038,2.014,2.075
-0.062,0.028,0.969,1.221,2.319,1.953
-0.065,0.020,0.972,0.671,2.502,1.648
-0.067,0.020,0.972,1.160,1.892,1.404
-0.074,0.019,0.969,1.526,1.648,1.709
-0.076,0.021,0.960,1.465,1.587,1.892
-0.078,0.017,0.962,1.221,2.136,1.770
-0.075,0.017,0.969,1.099,2.502,2.380
-0.066,0.014,0.977,1.099,2.014,2.380
-0.068,0.012,0.974,1.526,1.282,1.770
-0.072,0.010,0.966,1.404,0.793,1.343
-0.073,0.012,0.957,1.282,1.343,1.038
-0.074,0.016,0.961,1.099,1.465,0.977
-0.072,0.017,0.964,1.343,1.709,0.916
-0.071,0.018,0.970,1.343,1.587,1.221
-0.084,0.028,0.960,-2.747,0.732,0.061
-0.084,0.027,0.977,5.676,3.845,0.916
-0.073,0.017,0.968,1.587,2.502,2.258
-0.070,0.022,0.981,0.244,1.221,2.136
-0.072,0.008,0.960,1.526,1.343,1.526
-0.070,0.017,0.964,0.854,1.343,1.587
-0.071,0.009,0.957,1.648,1.282,1.465
-0.074,0.011,0.965,1.099,1.892,1.038
-0.068,0.014,0.974,1.099,2.136,0.977
-0.071,0.019,0.977,0.854,1.099,0.916
-0.079,0.023,0.969,1.099,0.488,1.709
-0.078,0.016,0.961,1.221,0.671,1.770
-0.070,0.012,0.964,0.732,0.732,1.648
-0.066,0.009,0.957,0.854,0.854,1.343
-0.076,0.018,0.956,0.488,1.221,0.732
-0.080,0.023,0.964,0.427,2.319,1.038
-0.080,0.023,0.974,0.427,2.319,1.892
-0.076,0.018,0.974,0.916,1.770,2.441
-0.075,0.010,0.969,1.038,1.404,2.747
-0.076,0.008,0.970,0.488,1.099,2.502
-0.080,0.011,0.965,1.160,0.977,1.831
-0.084,0.014,0.961,1.038,1.648,1.404
-0.092,0.036,0.964,-5.371,1.465,0.549
-0.064,0.010,0.980,3.662,3.296,1.343
-0.063,0.008,0.987,1.099,2.747,1.160
-0.089,0.023,0.973,1.892,0.854,-0.061
-0.093,0.029,0.965,3.052,1.282,0.366
-0.087,0.026,0.960,2.197,1.343,1.343
-0.072,0.016,0.962,1.099,1.465,2.380
-0.068,0.012,0.966,0.916,1.526,1.892
-0.081,0.017,0.955,0.122,2.197,1.282
-0.078,0.009,0.952,2.075,3.357,0.427
-0.076,0.025,0.977,-0.549,3.967,1.160
-0.072,0.024,0.988,1.709,1.587,1.831
-0.079,0.016,0.977,0.427,0.916,2.319
-0.072,0.010,0.978,1.038,0.916,2.808
-0.066,0.008,0.980,1.282,0.916,2.319
-0.111,0.056,0.943,-17.700,-2.441,-2.258
-0.079,0.032,0.957,3.357,4.395,0.122
-0.039,0.016,0.990,3.296,7.263,0.244
-0.119,-0.013,1.014,2.136,3.967,-0.427
-0.142,-0.003,0.981,2.441,0.854,-0.488
-0.142,0.029,0.964,1.892,0.061,2.197
-0.045,0.072,0.961,1.404,0.610,3.784
-0.037,0.045,0.958,1.953,2.258,3.479
-0.006,0.033,0.955,0.977,2.014,1.770
-0.088,-0.014,0.957,0.427,2.563,0.122
-0.143,-0.006,0.978,0.549,2.808,0.793
-0.140,-0.007,0.984,1.587,2.380,2.075
-0.088,0.039,0.980,1.892,1.221,2.441
-0.018,0.060,0.962,1.221,0.916,2.319
-0.020,0.057,0.957,1.160,1.587,1.465
-0.038,0.018,0.952,0.671,2.136,0.732
-0.120,-0.020,0.963,0.977,2.136,0.732
-0.123,0.010,0.979,1.038,2.319,1.160
-0.130,0.005,0.976,1.221,1.831,1.709
-0.051,0.058,0.978,1.221,1.770,2.014
-0.017,0.048,0.963,1.587,1.831,1.709
-0.082,-0.010,0.957,1.892,1.587,1.587
-0.080,0.003,0.970,2.930,2.441,1.038
-0.140,-0.009,0.989,6.714,3.418,1.404
-0.084,0.010,0.964,2.686,1.099,1.892

-0.074,0.018,0.963,0.366,0.854,1.648
-0.068,0.008,0.953,2.075,2.075,1.465
-0.077,0.016,0.961,0.305,2.441,0.916
-0.072,0.019,0.971,1.099,2.930,1.160
-0.071,0.015,0.981,0.732,2.563,1.404
-0.077,0.015,0.969,1.709,1.587,1.404
-0.080,0.016,0.964,1.343,1.648,1.709
-0.076,0.015,0.966,1.282,1.953,1.892
-0.072,0.012,0.968,1.038,1.892,2.075
-0.070,0.008,0.969,0.732,2.258,1.953
-0.072,0.012,0.970,1.099,2.441,1.526
-0.069,0.015,0.973,0.916,2.075,1.587
-0.076,0.014,0.969,1.282,1.404,1.404
-0.078,0.015,0.962,1.465,2.014,1.709
-0.074,0.015,0.970,0.854,2.563,2.014
-0.070,0.010,0.975,1.404,2.319,2.136
-0.070,0.007,0.975,1.221,1.892,1.953
-0.033,0.017,0.924,-1.831,-1.648,0.244
-0.084,0.022,0.975,-0.305,2.441,0.244
-0.079,0.014,0.967,2.075,2.808,2.625
-0.135,-0.018,0.986,0.732,2.075,3.235
-0.092,0.016,0.977,2.014,1.709,2.075
-0.098,0.008,0.974,0.793,1.099,1.038
-0.027,0.054,0.965,1.160,1.160,0.549
-0.039,0.025,0.955,1.099,1.770,0.488
-0.116,-0.021,0.959,1.221,2.136,0.916
-0.123,-0.019,0.969,0.977,2.808,1.465
-0.126,-0.009,0.980,1.404,2.380,1.831
-0.060,0.047,0.985,2.502,2.441,1.953
-0.019,0.048,0.976,3.174,2.441,1.953
-0.075,-0.010,0.960,2.258,0.854,1.343
-0.088,-0.002,0.961,0.916,0.854,1.709
-0.069,-0.003,0.956,1.404,1.282,1.160
-0.069,0.003,0.969,0.366,1.770,0.671
-0.070,0.010,0.971,1.221,1.160,0.366
-0.084,0.020,0.970,0.732,1.099,0.122
-0.081,0.023,0.966,1.221,1.587,1.160
-0.074,0.018,0.969,0.793,1.770,1.831
-0.073,0.012,0.971,1.038,1.587,2.136
-0.070,0.006,0.970,1.282,1.282,2.075
-0.059,-0.024,0.956,1.099,1.160,1.404
-0.091,0.026,0.963,-6.531,1.953,2.869
-0.069,0.017,0.965,0.854,3.479,1.831
-0.040,0.025,0.993,0.488,3.845,0.549
-0.034,0.031,0.984,1.404,1.282,1.160
-0.116,-0.019,0.973,2.991,0.916,0.732
-0.132,-0.006,0.969,2.136,0.793,1.892
-0.058,0.047,0.962,0.916,1.282,2.502
-0.063,0.045,0.979,3.052,2.380,2.197
-0.010,0.041,0.972,4.211,2.441,1.404
-0.074,-0.005,0.963,0.305,0.916,1.587
-0.084,0.027,0.956,1.709,1.343,0.916
-0.078,0.010,0.960,0.671,1.953,0.854
-0.073,0.012,0.969,0.732,2.197,0.793
-0.070,0.010,0.972,1.099,2.014,0.793
-0.073,0.012,0.974,0.732,1.648,0.427
-0.075,0.015,0.964,1.038,1.770,0.366
-0.076,0.016,0.970,0.793,2.075,0.549
-0.074,0.017,0.974,1.282,1.770,1.038
-0.072,0.014,0.970,0.916,1.465,1.343
-0.072,0.014,0.976,0.916,0.916,1.709
-0.042,0.001,0.939,0.977,-0.183,1.404
-0.086,0.021,0.955,-3.479,1.953,0.122
